employee_name,user,O,C,E,A,N,logon_count,logoff_count,after_hours_logon_count,after_hours_logoff_count,unique_pc_count,email_count,emails_with_attachments,total_attachments,total_email_size,unique_recipients,file_activity_count,unique_files,unique_file_pcs,http_request_count,unique_http_pc_count,unique_domain_count,device_activity_count,device_connect_count,device_disconnect_count,unique_device_pc_count
Blythe Veda Cooke,BVC0790,24,18,18,36,38,960,625,57,487,2,3768,1139,2055,111749433,2131,975.0,975.0,1.0,41135,1,151,1749.0,879.0,870.0,1.0
Noel Reagan Foster,NRF0137,10,49,38,17,32,346,346,0,346,1,334,0,0,10028375,257,0.0,0.0,0.0,3450,1,108,0.0,0.0,0.0,0.0
Hashim Damon Dudley,HDD0789,44,39,30,10,29,346,346,346,5,1,4727,911,1651,142480650,2455,0.0,0.0,0.0,49478,1,135,0.0,0.0,0.0,0.0
Irma Eugenia Booker,IEB0153,44,25,39,24,36,383,383,0,374,1,1806,546,1117,54241674,497,0.0,0.0,0.0,17856,1,173,0.0,0.0,0.0,0.0
Idola Carly Haley,ICH0294,32,27,20,40,26,429,429,1,180,3,335,131,266,10171767,279,2509.0,2509.0,1.0,3460,1,108,1326.0,666.0,660.0,1.0
Zena Sigourney Langley,ZSL0305,21,26,18,41,32,346,346,0,175,1,337,39,77,10262432,268,0.0,0.0,0.0,3450,1,163,0.0,0.0,0.0,0.0
Ann Jolie Potts,AJP0723,24,29,17,12,29,346,346,346,0,1,337,0,0,10169984,259,0.0,0.0,0.0,3460,1,94,0.0,0.0,0.0,0.0
Galena Deborah Francis,GDF0704,25,13,21,29,36,643,369,348,2,2,338,120,244,10317435,256,0.0,0.0,0.0,3460,1,73,0.0,0.0,0.0,0.0
Thor Jameson Diaz,TJD0996,34,22,42,16,32,346,346,0,346,1,3015,1212,2149,91359318,1289,0.0,0.0,0.0,32870,1,124,0.0,0.0,0.0,0.0
Ocean Maite Summers,OMS0101,20,12,21,22,29,346,346,346,0,1,3022,599,1024,90543367,1548,0.0,0.0,0.0,32870,1,240,0.0,0.0,0.0,0.0
Bevis Christopher Mcknight,BCM0653,45,34,41,18,31,346,346,0,346,1,1021,108,209,30812742,641,0.0,0.0,0.0,10034,1,204,0.0,0.0,0.0,0.0
Brett Damian Beck,BDB0453,41,42,27,41,26,400,400,216,273,1,338,0,0,9914439,257,0.0,0.0,0.0,3460,1,127,0.0,0.0,0.0,0.0
Nash Conan Knight,NCK0421,40,41,18,43,24,346,346,151,201,1,2995,0,0,89010301,1527,0.0,0.0,0.0,32870,1,188,0.0,0.0,0.0,0.0
Lunea Priscilla Hardy,LPH0572,40,13,17,38,36,37,37,0,37,1,36,15,39,1062576,42,0.0,0.0,0.0,370,1,85,0.0,0.0,0.0,0.0
Meredith Florence Valdez,MFV0897,18,13,23,25,33,346,346,0,346,1,996,0,0,30028206,635,0.0,0.0,0.0,10005,1,138,0.0,0.0,0.0,0.0
Myles August Heath,MAH0149,41,39,38,27,40,621,346,0,0,1,3720,1517,2546,112317207,978,0.0,0.0,0.0,39444,1,123,0.0,0.0,0.0,0.0
Ella Cassandra Rivera,ECR0822,16,19,17,23,29,346,346,0,346,1,339,0,0,10337047,258,0.0,0.0,0.0,3460,1,99,0.0,0.0,0.0,0.0
Preston Odysseus Bryan,POB0343,46,19,44,27,34,346,346,346,346,1,1009,0,0,30426909,631,0.0,0.0,0.0,10034,1,91,0.0,0.0,0.0,0.0
Iris Rhea Terrell,IRT0491,17,30,27,41,32,346,346,0,0,1,5019,1024,1891,149696816,2514,0.0,0.0,0.0,56052,1,103,0.0,0.0,0.0,0.0
Halla Kendall Irwin,HKI0171,31,17,30,45,27,345,346,345,0,1,4971,2015,3344,148365869,2571,0.0,0.0,0.0,56052,1,242,0.0,0.0,0.0,0.0
Deanna Imelda Blanchard,DIB0285,13,45,17,50,29,184,184,0,184,1,1613,320,618,47751201,873,375.0,375.0,1.0,17596,1,136,779.0,391.0,388.0,1.0
Imani Aubrey Ray,IAR0694,12,17,44,40,34,856,539,10,418,2,3481,1386,2437,104098561,1612,0.0,0.0,0.0,38380,1,144,0.0,0.0,0.0,0.0
Cora Maisie Mclean,CMM0487,39,22,42,40,30,346,346,0,0,1,5005,0,0,150739494,2635,0.0,0.0,0.0,55890,1,242,0.0,0.0,0.0,0.0
Leslie Cassandra Colon,LCC0819,32,14,11,15,27,157,157,0,157,1,1413,0,0,42373789,725,337.0,337.0,1.0,15028,1,170,700.0,350.0,350.0,1.0
Armand Gabriel Brewer,AGB0643,32,39,20,44,27,346,346,0,346,1,1012,198,368,30636124,675,0.0,0.0,0.0,10034,1,177,0.0,0.0,0.0,0.0
Portia Illana David,PID0426,43,19,39,44,23,451,451,246,75,6,3001,898,1843,90061664,1614,0.0,0.0,0.0,32870,1,90,0.0,0.0,0.0,0.0
Hadley Leandra May,HLM0933,36,24,23,43,30,346,346,346,0,1,3050,615,1147,91846259,1349,0.0,0.0,0.0,32870,1,120,0.0,0.0,0.0,0.0
Keaton Ronan Leonard,KRL0062,37,16,17,20,33,346,346,346,0,1,3691,0,0,111125879,1500,0.0,0.0,0.0,39444,1,213,0.0,0.0,0.0,0.0
Meghan Phoebe Macias,MPM0220,35,20,42,22,20,1085,920,814,602,101,2307,241,530,70150320,1195,6689.0,6689.0,244.0,24551,1,168,4978.0,2494.0,2484.0,440.0
Jonah Dakota Bird,JDB0169,20,14,23,48,33,620,346,346,0,1,4657,476,883,140134491,2396,7791.0,7791.0,1.0,56052,1,197,5464.0,2743.0,2721.0,1.0
Amal Alexander Shelton,AAS0442,36,43,22,22,31,86,50,22,0,1,145,65,127,4406130,127,0.0,0.0,0.0,1450,1,55,0.0,0.0,0.0,0.0
Zorita Jaime Spears,ZJS0269,30,34,16,35,27,346,346,346,0,1,3010,0,0,90113635,1533,0.0,0.0,0.0,32870,1,92,0.0,0.0,0.0,0.0
Cleo Jeanette Morales,CJM0521,13,18,37,18,24,464,464,0,0,1,1334,125,253,39624882,799,0.0,0.0,0.0,13427,1,112,0.0,0.0,0.0,0.0
Morgan Deborah Hoover,MDH0580,41,37,18,40,31,296,296,0,296,1,295,117,240,8505916,222,622.0,622.0,1.0,3089,1,131,1257.0,631.0,626.0,1.0
Jackson Rafael Sutton,JRS0362,50,50,14,37,24,1388,1388,885,888,122,3689,0,0,109948953,1790,0.0,0.0,0.0,39444,1,134,0.0,0.0,0.0,0.0
Wynne Xyla Hartman,WXH0872,17,20,19,21,25,475,475,373,35,3,5074,1525,2631,150943905,2718,826.0,826.0,1.0,56052,1,178,1403.0,702.0,701.0,1.0
Montana Hannah Arnold,MHA0798,11,27,17,22,40,346,346,0,0,1,3030,0,0,90383627,1418,0.0,0.0,0.0,32870,1,168,0.0,0.0,0.0,0.0
Jane Zia Day,JZD0888,20,20,30,14,30,346,346,0,346,1,996,0,0,30151080,628,0.0,0.0,0.0,10034,1,80,0.0,0.0,0.0,0.0
Hedwig Dai Duffy,HDD0806,47,28,36,19,38,903,525,18,490,4,4143,398,758,125109281,1813,0.0,0.0,0.0,44840,1,178,0.0,0.0,0.0,0.0
Bruce Sawyer Barrera,BSB0990,34,44,13,43,37,346,346,346,0,1,3015,621,1271,90190813,1208,0.0,0.0,0.0,32870,1,157,0.0,0.0,0.0,0.0
Amy Lucy Chen,ALC0788,34,18,15,36,35,346,346,0,346,1,1004,400,668,30491116,637,0.0,0.0,0.0,10034,1,192,0.0,0.0,0.0,0.0
Jonas Connor Riddle,JCR0921,47,46,31,40,34,346,346,0,346,1,3040,595,1256,91670433,1466,0.0,0.0,0.0,32870,1,185,0.0,0.0,0.0,0.0
Rogan Reuben Alexander,RRA0938,35,36,21,38,29,608,346,346,0,1,3017,1205,2014,90854024,1401,0.0,0.0,0.0,32870,1,103,0.0,0.0,0.0,0.0
Seth Harlan Walls,SHW0578,39,42,14,49,31,346,346,0,346,1,333,81,179,9716968,254,0.0,0.0,0.0,3460,1,92,0.0,0.0,0.0,0.0
Gil Calvin Lindsay,GCL0016,45,32,20,24,34,719,406,192,214,2,4126,1245,2083,124126095,1605,199.0,199.0,1.0,44232,1,158,267.0,134.0,133.0,1.0
Garrett Omar Kelly,GOK0238,33,43,27,40,33,241,241,125,159,1,2104,0,0,63661309,1062,0.0,0.0,0.0,22895,1,182,0.0,0.0,0.0,0.0
Buckminster Connor Bush,BCB0679,46,36,39,31,31,577,361,133,1,3,2439,997,1687,73322800,1277,0.0,0.0,0.0,26695,1,230,0.0,0.0,0.0,0.0
Ivor Herrod Kaufman,IHK0841,35,23,41,28,29,346,346,0,346,1,336,0,0,9845391,270,0.0,0.0,0.0,3460,1,108,0.0,0.0,0.0,0.0
Sawyer Arden Puckett,SAP0867,13,25,43,19,30,146,146,146,7,1,2138,0,0,64354340,1169,0.0,0.0,0.0,23652,1,149,0.0,0.0,0.0,0.0
Alma Leila Duncan,ALD0529,35,21,19,21,27,622,346,0,0,1,993,317,578,30073174,684,0.0,0.0,0.0,9976,1,134,0.0,0.0,0.0,0.0
Kenyon Raja Galloway,KRG0158,34,38,42,14,27,346,346,346,0,1,3710,755,1317,111709895,1022,0.0,0.0,0.0,39444,1,162,0.0,0.0,0.0,0.0
Teegan Jillian Burris,TJB0302,42,47,24,40,29,346,346,0,261,1,334,37,76,9931937,275,0.0,0.0,0.0,3460,1,65,0.0,0.0,0.0,0.0
Ivan Levi Craig,ILC0838,40,36,42,16,33,346,346,0,346,1,338,35,69,10245073,238,0.0,0.0,0.0,3460,1,149,0.0,0.0,0.0,0.0
Renee Ivana Hayden,RIH0777,26,44,19,16,27,346,346,0,0,1,996,199,316,29475694,645,0.0,0.0,0.0,10034,1,157,0.0,0.0,0.0,0.0
Hermione Casey Witt,HCW0419,40,21,35,34,35,619,346,171,184,1,3054,1229,2166,92245440,1641,0.0,0.0,0.0,32870,1,102,0.0,0.0,0.0,0.0
Demetrius Alvin Levy,DAL0673,39,35,46,41,36,629,364,160,0,2,3008,907,1490,89582896,1539,352.0,352.0,1.0,34500,1,150,661.0,331.0,330.0,1.0
Roth Mannix Simon,RMS0266,33,40,25,23,37,346,346,346,0,1,3002,0,0,89711410,1240,0.0,0.0,0.0,32775,1,231,0.0,0.0,0.0,0.0
Kibo Dolan Turner,KDT0346,36,41,10,22,33,622,346,346,346,1,1003,410,733,29601469,617,0.0,0.0,0.0,10034,1,92,0.0,0.0,0.0,0.0
Kay Alexa Logan,KAL0395,13,24,22,28,29,346,346,165,346,1,3021,632,1388,90475970,1384,0.0,0.0,0.0,32775,1,117,0.0,0.0,0.0,0.0
Abdul Ralph Deleon,ARD0509,50,40,35,32,32,362,362,0,0,1,994,304,613,30405286,629,0.0,0.0,0.0,10380,1,82,0.0,0.0,0.0,0.0
Blair Todd Long,BTL0722,39,41,36,17,49,346,346,346,0,1,334,71,153,9896351,238,0.0,0.0,0.0,3460,1,160,0.0,0.0,0.0,0.0
Whilemina Pandora England,WPE0538,21,16,23,22,35,346,346,0,346,1,1007,411,979,29869066,636,0.0,0.0,0.0,10005,1,122,0.0,0.0,0.0,0.0
Candice Lunea Fischer,CLF0852,36,45,28,18,26,737,459,364,23,2,4988,1993,4240,150840918,2651,0.0,0.0,0.0,56052,1,259,0.0,0.0,0.0,0.0
Honorato Joseph Adkins,HJA0018,39,43,47,37,32,609,346,169,220,1,3712,1469,2426,111167937,1497,0.0,0.0,0.0,39444,1,116,0.0,0.0,0.0,0.0
Mariko Ivana Mckee,MIM0712,16,15,39,23,22,346,346,346,0,1,339,140,275,10191114,258,0.0,0.0,0.0,3460,1,51,0.0,0.0,0.0,0.0
Casey Edward Joyce,CEJ0109,21,46,17,17,32,318,318,0,318,1,2751,0,0,82723035,1361,679.0,679.0,1.0,30330,1,134,1274.0,638.0,636.0,1.0
Jeanette Cally Whitfield,JCW0858,14,35,22,41,39,346,346,346,13,1,4981,522,1020,150027911,2486,0.0,0.0,0.0,56052,1,219,0.0,0.0,0.0,0.0
Daria Felicia Rowland,DFR0218,45,14,22,37,27,1357,1357,1216,870,103,3725,366,752,111561398,1711,0.0,0.0,0.0,39354,1,184,0.0,0.0,0.0,0.0
Byron Armand Livingston,BAL0044,14,41,26,44,30,1709,1437,1262,919,116,3696,1116,2418,111219165,1886,2900.0,2900.0,379.0,41379,1,209,2258.0,1130.0,1128.0,607.0
Ashely Sarah Shields,ASS0206,12,18,20,28,30,346,346,346,0,1,4660,0,0,139436815,1996,0.0,0.0,0.0,49335,1,165,0.0,0.0,0.0,0.0
Isaiah Upton Buchanan,IUB0565,44,39,35,22,30,234,234,0,137,1,2057,427,891,61585317,1025,503.0,503.0,1.0,22354,1,181,986.0,494.0,492.0,1.0
Alec Scott Goff,ASG0048,41,36,19,24,37,346,346,163,0,1,3631,1475,2988,108892749,1031,0.0,0.0,0.0,39444,1,178,0.0,0.0,0.0,0.0
Tyler Eden Talley,TET0621,30,37,44,32,27,469,469,163,1,3,5032,1993,4136,152433457,2534,0.0,0.0,0.0,56052,1,155,0.0,0.0,0.0,0.0
Alexander Rafael Arnold,ARA0252,39,39,27,21,35,617,346,161,0,1,2981,1222,2054,89047962,1407,0.0,0.0,0.0,32870,1,155,0.0,0.0,0.0,0.0
Axel Malik Rosa,AMR0318,45,50,17,25,21,641,372,368,25,1,4974,502,1007,149816202,2436,230.0,230.0,1.0,56052,1,134,281.0,141.0,140.0,1.0
William Trevor Fuentes,WTF0387,40,23,40,25,24,346,346,154,0,1,3034,618,1117,91142282,1435,0.0,0.0,0.0,32775,1,180,0.0,0.0,0.0,0.0
Akeem Jerry Lopez,AJL0462,16,24,44,31,28,652,382,200,223,1,338,102,181,10155080,249,0.0,0.0,0.0,3114,1,96,0.0,0.0,0.0,0.0
Skyler Deborah Frazier,SDF0017,11,40,39,18,30,346,346,167,209,1,3690,754,1264,111150973,1421,0.0,0.0,0.0,39444,1,101,0.0,0.0,0.0,0.0
Raven Deirdre Morrison,RDM0150,39,15,37,26,30,346,346,0,0,1,1679,168,372,49664824,508,0.0,0.0,0.0,16560,1,165,0.0,0.0,0.0,0.0
Hiroko Kiona Faulkner,HKF0831,23,42,49,21,24,346,346,0,346,1,336,140,254,10044475,257,0.0,0.0,0.0,3460,1,107,0.0,0.0,0.0,0.0
Dustin Gage Franco,DGF0443,39,44,18,28,33,346,346,163,0,1,3007,0,0,91176093,1518,0.0,0.0,0.0,32870,1,137,0.0,0.0,0.0,0.0
Cora Aurora Buckner,CAB0614,17,38,22,12,34,688,424,163,3,4,5335,1620,3264,160502910,2987,931.0,931.0,1.0,56052,1,198,733.0,368.0,365.0,1.0
Devin Brett Guzman,DBG0261,45,47,17,36,28,346,346,346,0,1,3011,599,1000,90791031,1367,0.0,0.0,0.0,32870,1,86,0.0,0.0,0.0,0.0
Zeph Dakota Wilkerson,ZDW0859,39,45,26,41,32,628,363,352,12,1,5020,1542,3100,148983876,2872,0.0,0.0,0.0,52938,1,135,0.0,0.0,0.0,0.0
Ulric Colt Holt,UCH0519,33,40,20,47,28,279,279,0,0,1,812,155,255,24425181,514,0.0,0.0,0.0,8091,1,64,0.0,0.0,0.0,0.0
Caesar Allen Cash,CAC0889,46,49,32,41,27,60,60,0,60,1,170,17,25,5074879,144,0.0,0.0,0.0,1740,1,70,0.0,0.0,0.0,0.0
Ezra Hilel Dyer,EHD0584,38,40,42,43,22,401,240,13,224,2,208,73,139,6482417,194,11.0,11.0,1.0,1893,1,126,14.0,7.0,7.0,1.0
Oscar Laith Berger,OLB0749,43,35,20,39,36,98,98,54,0,1,1444,0,0,42822630,859,0.0,0.0,0.0,15876,1,106,0.0,0.0,0.0,0.0
Brock William Hunter,BWH0813,36,36,33,20,30,346,346,0,346,1,3035,1205,2169,91666711,1384,0.0,0.0,0.0,32870,1,149,0.0,0.0,0.0,0.0
Dorothy Marny Goff,DMG0358,19,39,14,25,29,1655,1383,907,905,108,3691,1526,2880,109880864,1832,0.0,0.0,0.0,39424,1,227,0.0,0.0,0.0,0.0
Magee Ashton Evans,MAE0331,36,39,18,12,28,346,346,346,346,1,1022,210,367,30625899,625,0.0,0.0,0.0,10034,1,104,0.0,0.0,0.0,0.0
Ainsley MacKensie Doyle,AMD0077,23,19,12,25,25,346,346,346,0,1,5984,1233,2210,177930642,2609,0.0,0.0,0.0,65740,1,163,0.0,0.0,0.0,0.0
Xanthus Louis Buck,XLB0710,46,38,39,36,20,346,346,346,0,1,338,0,0,10125172,245,0.0,0.0,0.0,3460,1,51,0.0,0.0,0.0,0.0
Deirdre Amaya Garcia,DAG0558,20,16,37,25,26,346,346,0,189,1,2983,576,1054,89251538,1405,0.0,0.0,0.0,32870,1,210,0.0,0.0,0.0,0.0
Whilemina Liberty Velez,WLV0566,10,19,38,24,39,346,346,0,189,1,3007,288,557,90643902,1402,0.0,0.0,0.0,32870,1,148,0.0,0.0,0.0,0.0
Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31,164,164,5,164,1,153,17,32,4572174,146,14.0,14.0,1.0,1594,1,58,26.0,13.0,13.0,1.0
Fuller Baker Warner,FBW0747,43,45,35,25,28,398,398,183,0,3,5369,543,1013,161883746,2711,0.0,0.0,0.0,59292,1,149,0.0,0.0,0.0,0.0
Stuart Nicolas Cervantes,SNC0187,40,41,42,30,27,300,300,300,300,1,876,266,523,25786045,593,2321.0,2321.0,1.0,8700,1,116,251.0,126.0,125.0,1.0
Ira Brendan Ball,IBB0359,48,33,21,43,38,1676,1410,892,894,98,3631,1089,2283,109146112,1856,3199.0,3199.0,363.0,39444,1,204,7852.0,3935.0,3917.0,580.0
Ramona Alma Moses,RAM0447,35,12,23,45,39,806,449,205,242,1,432,133,267,12700839,331,0.0,0.0,0.0,4490,1,126,0.0,0.0,0.0,0.0
Alden Jesse Day,AJD0074,19,37,45,22,34,750,452,405,17,2,3781,1192,2144,113885071,1512,515.0,515.0,1.0,44118,1,163,294.0,150.0,144.0,1.0
Megan Simone Hess,MSH0040,41,11,44,27,31,1050,1050,939,692,104,2711,1104,2166,81568782,1332,0.0,0.0,0.0,28970,1,203,0.0,0.0,0.0,0.0
Quyn Jolie Rosario,QJR0688,19,18,22,26,35,483,483,20,384,2,3532,1085,2195,105469469,1696,1069.0,1069.0,1.0,34200,1,211,798.0,401.0,397.0,1.0
Hilel Tobias Flynn,HTF0641,38,24,18,22,28,346,346,0,346,1,1019,401,778,29879515,636,0.0,0.0,0.0,10034,1,130,0.0,0.0,0.0,0.0
Rosalyn Daphne Tillman,RDT0424,38,44,19,34,28,690,418,173,232,3,3012,913,1755,90950687,1654,464.0,464.0,1.0,32870,1,142,710.0,359.0,351.0,1.0
Xenos Rudyard Small,XRS0633,34,39,39,40,23,612,346,0,346,1,1012,216,452,30292639,628,0.0,0.0,0.0,10034,1,108,0.0,0.0,0.0,0.0
Risa Lana Guthrie,RLG0856,18,36,42,18,26,651,370,370,29,1,4908,1442,2570,147604954,2655,334.0,334.0,1.0,58650,1,142,738.0,371.0,367.0,1.0
Meredith Lunea Delaney,MLD0755,24,18,19,43,37,610,346,156,0,1,5065,2023,4025,151702007,2682,0.0,0.0,0.0,56052,1,207,0.0,0.0,0.0,0.0
Mariko Olga Snyder,MOS0047,49,39,24,34,23,895,756,657,486,113,1892,736,1532,56644076,986,1593.0,1593.0,214.0,20118,1,147,1774.0,888.0,886.0,391.0
Emerson Tyrone Rojas,ETR0177,18,15,41,26,39,346,346,0,346,1,3711,0,0,110981952,1296,0.0,0.0,0.0,39330,1,99,0.0,0.0,0.0,0.0
Ruth Yael Burris,RYB0718,19,18,42,13,21,346,346,346,0,1,336,69,111,10101266,258,0.0,0.0,0.0,3460,1,105,0.0,0.0,0.0,0.0
August Armando Evans,AAE0190,36,30,14,50,29,346,346,0,346,1,4711,953,1780,141426077,1735,0.0,0.0,0.0,49478,1,187,0.0,0.0,0.0,0.0
Nicolas Alvin Fitzpatrick,NAF0033,34,40,19,35,29,344,344,344,0,1,4678,952,1547,141547473,1981,0.0,0.0,0.0,49192,1,186,0.0,0.0,0.0,0.0
Deborah Victoria Mcclure,DVM0265,47,40,10,24,31,398,398,367,17,3,3022,907,1543,90508634,1242,0.0,0.0,0.0,34600,1,72,0.0,0.0,0.0,0.0
Jolene Frances Carey,JFC0757,31,21,38,36,38,346,346,0,0,1,1056,0,0,31489862,671,0.0,0.0,0.0,10034,1,163,0.0,0.0,0.0,0.0
Azalia Orli Beach,AOB0019,11,17,13,24,28,346,346,162,184,1,3638,409,754,108756508,1491,0.0,0.0,0.0,39444,1,101,0.0,0.0,0.0,0.0
Anika Isabella Pennington,AIP0394,17,16,38,14,26,643,382,206,382,1,3044,892,1809,91987417,1529,0.0,0.0,0.0,32775,1,195,0.0,0.0,0.0,0.0
Jin Jonathan Buckley,JJB0127,26,21,38,30,32,346,346,0,346,1,2973,0,0,88803121,1270,0.0,0.0,0.0,32870,1,153,0.0,0.0,0.0,0.0
Mallory Carol Spence,MCS0035,42,17,38,15,33,346,346,346,0,1,4650,0,0,140116080,2040,0.0,0.0,0.0,49478,1,224,0.0,0.0,0.0,0.0
Alec Boris Chase,ABC0253,21,15,41,30,28,617,346,346,0,1,3015,351,628,91251570,1399,0.0,0.0,0.0,32680,1,167,0.0,0.0,0.0,0.0
Tasha Quail Sanchez,TQS0212,14,42,45,20,27,352,352,349,3,3,4661,1407,2300,139713455,2080,0.0,0.0,0.0,49478,1,150,0.0,0.0,0.0,0.0
Roanna Sacha Monroe,RSM0277,37,38,20,50,22,740,465,379,31,2,2993,904,1737,89486039,1556,393.0,393.0,1.0,32775,1,145,780.0,393.0,387.0,1.0
Jeanette Eliana Rivera,JER0404,38,46,18,16,30,346,346,151,346,1,3022,0,0,90601907,1420,0.0,0.0,0.0,32870,1,150,0.0,0.0,0.0,0.0
Chastity Ima Gibson,CIG0052,17,45,17,16,24,346,346,0,0,1,3689,383,652,110875035,1451,0.0,0.0,0.0,39444,1,180,0.0,0.0,0.0,0.0
Igor Ishmael Ward,IIW0249,39,36,43,38,28,435,435,207,23,2,3402,332,691,102237839,1658,473.0,473.0,1.0,37145,1,242,6735.0,3375.0,3360.0,1.0
Hector Vance Foster,HVF0067,44,35,22,43,41,637,362,168,205,2,3058,1250,2484,91808195,1600,2023.0,2023.0,1.0,31140,1,182,1384.0,694.0,690.0,1.0
Hayes William Wheeler,HWW0436,45,37,23,27,33,745,470,183,20,3,3331,1024,1944,99750097,1761,1245.0,1245.0,1.0,31050,1,153,1317.0,664.0,653.0,1.0
Plato Ethan Valdez,PEV0323,47,34,40,22,29,686,414,397,56,3,5304,1593,3344,158864829,2768,0.0,0.0,0.0,56052,1,176,0.0,0.0,0.0,0.0
Pearl Georgia Owen,PGO0433,44,40,19,46,35,346,346,164,0,1,2993,637,1257,89726303,1489,0.0,0.0,0.0,32870,1,135,0.0,0.0,0.0,0.0
Mallory Virginia Bender,MVB0515,38,14,33,31,28,712,436,0,0,6,1000,389,769,29769644,678,1777.0,1777.0,1.0,9342,1,67,731.0,367.0,364.0,1.0
Timon Jacob Gay,TJG0582,42,50,18,15,29,346,346,0,346,1,336,0,0,10117952,264,0.0,0.0,0.0,3450,1,81,0.0,0.0,0.0,0.0
Sasha Rina Huffman,SRH0155,34,14,37,45,28,742,470,402,41,2,3892,1139,2203,115962236,1038,0.0,0.0,0.0,41040,1,112,0.0,0.0,0.0,0.0
Ian Jonas Morrow,IJM0444,36,35,39,35,26,740,481,189,18,3,3000,1190,2101,90260200,1578,1840.0,1840.0,1.0,32870,1,101,741.0,373.0,368.0,1.0
Colt Ishmael Mccall,CIM0271,24,27,10,20,38,634,363,350,4,2,2991,878,1950,89193892,1578,1552.0,1552.0,1.0,32870,1,99,1442.0,725.0,717.0,1.0
Cameron Shay Lester,CSL0949,36,20,18,25,28,346,346,346,0,1,338,0,0,9937891,261,0.0,0.0,0.0,3460,1,146,0.0,0.0,0.0,0.0
Anthony Aidan Nixon,AAN0823,24,16,45,24,28,346,346,0,346,1,339,78,149,10099221,266,0.0,0.0,0.0,3450,1,104,0.0,0.0,0.0,0.0
Jonathan Gary Terry,JGT0221,45,30,16,40,18,586,586,521,385,111,1452,276,589,43437555,803,1.0,1.0,1.0,15438,1,204,4.0,2.0,2.0,2.0
Adam Kendall Harrell,AKH0758,24,38,40,37,27,346,346,0,0,1,1008,204,411,30587510,632,0.0,0.0,0.0,10005,1,71,0.0,0.0,0.0,0.0
Harrison Samuel Gonzales,HSG0818,18,19,48,36,31,619,346,0,346,1,3038,630,1156,91524604,1337,0.0,0.0,0.0,32870,1,198,0.0,0.0,0.0,0.0
Mercedes Ina Landry,MIL0255,38,16,39,21,27,346,346,346,0,1,3036,620,1118,92210127,1421,0.0,0.0,0.0,32870,1,206,0.0,0.0,0.0,0.0
Jared Geoffrey Morin,JGM0934,30,22,41,22,31,624,346,346,0,1,3017,1208,2436,90957487,1412,0.0,0.0,0.0,32870,1,225,0.0,0.0,0.0,0.0
Kermit Coby Oliver,KCO0122,30,32,26,38,33,719,442,85,420,2,3033,892,1872,90806506,1271,1593.0,1593.0,1.0,32870,1,210,1404.0,703.0,701.0,1.0
Scott Gary Burks,SGB0140,50,45,40,16,24,728,461,8,246,3,336,130,214,9906070,263,0.0,0.0,0.0,3460,1,128,0.0,0.0,0.0,0.0
Nichole Azalia Frye,NAF0326,33,15,25,20,30,977,622,493,23,9,7121,2186,4263,213231491,3653,2446.0,2446.0,1.0,74034,1,75,1790.0,900.0,890.0,1.0
Igor Ulric Yang,IUY0279,38,38,17,21,29,623,364,4,350,2,3030,1187,2262,90958498,1616,0.0,0.0,0.0,31140,1,161,0.0,0.0,0.0,0.0
Eve Isadora Mckenzie,EIM0156,19,31,43,45,33,346,346,346,0,1,3014,1208,2086,89758701,759,0.0,0.0,0.0,32870,1,92,0.0,0.0,0.0,0.0
Alan Benjamin Holder,ABH0663,47,49,41,11,34,346,346,346,0,1,1006,104,224,29511440,637,0.0,0.0,0.0,10034,1,164,0.0,0.0,0.0,0.0
Eagan Zephania Talley,EZT0640,12,15,27,39,27,733,464,56,406,2,1015,423,854,30464337,620,0.0,0.0,0.0,10034,1,162,0.0,0.0,0.0,0.0
Beatrice Alexis Kidd,BAK0964,25,16,22,18,28,346,346,346,0,1,340,74,133,10357758,253,0.0,0.0,0.0,3460,1,81,0.0,0.0,0.0,0.0
Jack Carlos Cannon,JCC0225,47,45,40,15,18,1375,1375,1233,892,99,3708,0,0,111014970,1797,0.0,0.0,0.0,39408,1,163,0.0,0.0,0.0,0.0
Erich Malik Wolf,EMW0105,35,40,17,41,34,346,346,0,346,1,3646,0,0,109338492,1838,0.0,0.0,0.0,39216,1,250,0.0,0.0,0.0,0.0
Kasper Lance Huffman,KLH0596,30,10,35,12,29,294,294,3,294,1,279,32,85,8490373,244,53.0,53.0,1.0,2911,1,91,38.0,19.0,19.0,1.0
Shea Jane Franks,SJF0094,35,19,16,44,30,346,346,346,0,1,3360,1024,2141,100687130,1524,0.0,0.0,0.0,32870,1,142,0.0,0.0,0.0,0.0
Charity Stacey Jennings,CSJ0340,45,24,19,38,25,346,346,346,346,1,1017,199,356,31038691,641,0.0,0.0,0.0,10034,1,133,0.0,0.0,0.0,0.0
Rae Melissa Wilson,RMW0542,17,21,20,13,41,161,161,79,92,1,1406,0,0,42146035,737,330.0,330.0,1.0,15418,1,178,743.0,373.0,370.0,1.0
Jorden Helen Pierce,JHP0583,37,25,40,42,37,853,538,55,460,2,390,153,316,11911384,312,1589.0,1589.0,1.0,4020,1,81,1629.0,817.0,812.0,1.0
Hollee Shannon Dudley,HSD0457,38,19,20,42,27,346,346,164,198,1,336,37,68,10278435,261,0.0,0.0,0.0,3460,1,106,0.0,0.0,0.0,0.0
Yasir Wade Wilcox,YWW0660,39,35,37,10,36,261,261,0,261,1,771,0,0,23170255,504,0.0,0.0,0.0,7569,1,132,0.0,0.0,0.0,0.0
